metric,delta,ci_lo,ci_hi,significant
pointing_game,0.040229885057471264,0.0058471032231742145,0.07606170923848173,True
pixel_ap,0.05699832318248226,0.03991436636224964,0.07461108034895429,True
dice,-0.04337443829143906,-0.06108322511777805,-0.0267295286340531,True
